Time,controller_network_latency.mean {controllerid: 2828},controller_network_latency.mean {controllerid: 2830},controller_network_latency.mean {controllerid: 2831},controller_network_latency.mean {controllerid: 2832},controller_network_latency.mean {controllerid: 2833},controller_network_latency.mean {controllerid: 2834},controller_network_latency.mean {controllerid: 2835},controller_network_latency.mean {controllerid: 2836},controller_network_latency.mean {controllerid: 2837},controller_network_latency.mean {controllerid: 2838},controller_network_latency.mean {controllerid: 2839},controller_network_latency.mean {controllerid: 2840},controller_network_latency.mean {controllerid: 2841},controller_network_latency.mean {controllerid: 2842},controller_network_latency.mean {controllerid: 2843},controller_network_latency.mean {controllerid: 2844},controller_network_latency.mean {controllerid: 2845},controller_network_latency.mean {controllerid: 2846},controller_network_latency.mean {controllerid: 2847},controller_network_latency.mean {controllerid: 2848},controller_network_latency.mean {controllerid: 2849},controller_network_latency.mean {controllerid: 2850},controller_network_latency.mean {controllerid: 2851},controller_network_latency.mean {controllerid: 2852},controller_network_latency.mean {controllerid: 2853},controller_network_latency.mean {controllerid: 2854},controller_network_latency.mean {controllerid: 2855},controller_network_latency.mean {controllerid: 2856},controller_network_latency.mean {controllerid: 2857},controller_network_latency.mean {controllerid: 2858},controller_network_latency.mean {controllerid: 2859},controller_network_latency.mean {controllerid: 2860},controller_network_latency.mean {controllerid: 2861},controller_network_latency.mean {controllerid: 4416},controller_network_latency.mean {controllerid: 8083},controller_network_latency.mean {controllerid: 8084}
1633825020000,10.072,5.966,6.698,,11.17,7.044,7.055,,8.039,7.714,8.2,6.543,6.677,7.26,,19.305,6.886,,,7.712,8.963,7.32,7.142,18.061,,,6.17,,6.731,,6.831,7.8,21.135,6.286,5.462,6.516
1633825080000,,3.481,,10.062,10.389,30.611,6.591,7.587,6.626,,7.444,,28.043,5.744,7.73,6.612,5.431,7.16,23.327,,19.462,7.528,,,,17.986,8.331,7.715,7.069,7.974,17.549,7.136,,6.031,6.055,
1633825140000,7.911,4.153,7.943,7.303,8.29,78.044,7.429,6.915,5.48,11.059,5.519,6.331,,7.689,5.409,6.702,7.605,7.328,18.995,7.009,,17.325,6.528,18.176,,7.925,,7.19,,7.291,6.506,7.63,7.929,,,4.158
1633825200000,26.716,,36.928,10.389,20.759,,,6.468,7.018,6.4,6.699,24.748,6.676,,5.589,7.171,,6.457,12.405,4.976,6.034,,7.854,5.611,,8.339,16.736,6.112,5.892,6.648,5.822,38.78,15.035,4.165,4.167,5.185
1633825260000,9.758,5.562,10.863,15.707,,10.259,7.213,6.678,,10.052,,6.541,7.953,7.471,,,7.443,5.857,8.011,5.661,7.02,6.378,6.83,6.059,,6.962,7.886,7.48,6.96,7.314,,,6.724,5.557,4.752,5.593
1633825320000,6.56,3.792,7.422,,10.847,13.91,6.117,,6.642,,7.413,,6.002,25.81,5.922,5.482,5.474,,,6.775,6.891,7.004,6.598,19.35,,,7.806,,6.096,,6.522,6.608,8.282,6.539,4.556,4.078
1633825380000,,5.843,,7.929,9.151,32.15,16.859,8.128,6.178,9.36,6.425,7.326,7.399,6.037,6.771,5.935,6.014,8.276,8.516,,6.613,6.667,,,,17.204,5.881,8.284,7.061,9.334,7.056,19.775,,6.63,5.916,5.886
1633825440000,7.241,5.225,7.923,7.36,9.459,11.976,7.094,9.534,6.223,8.684,7.815,18.356,,17.106,5.901,5.411,7.177,7.011,18.639,8.339,,6.083,6.821,7.137,,16.014,,7.446,,7.942,6.893,39.227,12.647,,4.48,
1633825500000,31.039,6.228,12.601,15.013,19.416,,,5.794,7.577,6.308,5.067,9.77,6.849,,16.506,5.887,,5.799,8.757,6.419,6.361,,5.851,6.583,,5.368,6.107,6.805,6.099,18.507,6.513,10.205,18.338,5.41,,5.177
1633825560000,29.215,,12.656,20.791,,6.62,6.418,5.434,,7.177,,6.598,6.967,8.192,,,7.58,7.972,8.266,6.735,6.243,6.286,6.758,8.509,,18.256,7.451,7.881,5.342,7.103,,,13.113,6.083,5.241,5.501
1633825620000,,4.563,11.309,,25.074,8.631,6.924,,6.403,6.823,5.799,,6.473,19.445,6.381,6.79,5.993,,,7.223,6.755,7.509,6.682,17.56,,,16.291,,5.957,,6.61,16.187,19.657,6.332,5.382,4.725
1633825680000,14.3,4.845,,6.691,6.876,7.412,7.507,8.006,7.267,,5.893,7.485,16.837,6.861,7.174,5.736,7.166,7.632,9.353,,8.467,7.174,,,,6.571,7.687,8.022,6.086,6.755,6.501,9.869,,4.551,6.038,5.473
1633825740000,20.725,5.962,14.635,15.859,38.361,13.731,6.75,7.252,7.454,6.653,6.281,6.83,,5.414,5.617,6.714,6.282,8.476,7.703,6.912,,6.546,6.375,7.703,,6.052,,7.776,,6.597,7.172,22.247,25.731,5.275,4.633,6.171
1633825800000,6.188,5.167,7.083,7.357,7.251,,,7.872,,7.54,17.948,9.567,8.036,,6.959,6.837,,7.115,11.713,7.008,5.949,,6.835,6.403,,8.164,6.444,6.571,6.835,8.546,7.445,6.227,7.799,,,
1633825860000,7.165,6.142,18.654,7.089,,8.106,6.691,7.826,6.435,9.991,,,7.683,8.648,,,7.97,19.502,13.431,6.967,6.32,7.516,8.282,7.801,,7.731,8.239,7.98,7.923,8.673,,,8.041,5.917,6.358,5.12
1633825920000,,,9.001,,9.239,21.252,20.782,,7.3,,7.575,7.7,7.973,7.656,18.025,17.976,5.884,,,8.28,6.141,6.972,18.001,7.131,,,7.206,,6.244,,8.049,6.589,8.66,5.036,5.777,4.368
1633825980000,8.538,6.044,9.251,5.657,9.2,7.774,19.698,7.16,7.058,7.934,18.52,6.137,7.499,8.676,6.887,7.715,10.154,18.243,9.946,,7.982,17.981,,,,8.46,,7.522,,7.756,6.814,7.209,,5.972,4.389,5.969
1633826040000,6.356,5.525,,16.575,6.652,,19.665,17.695,29.455,5.648,6.204,7.57,,8.877,17.652,5.508,6.651,8.209,7.55,6.877,,7.556,8.343,7.935,,6.231,7.361,8.821,7.055,5.934,7.419,7.376,11.973,5.61,5.471,5.538
1633826100000,14.971,5.784,60.773,6.581,,16.709,,6.842,,9.14,8.138,,6.896,,6.226,,,6.56,20.062,7.078,6.279,,5.736,6.765,,5.582,8.3,6.574,6.218,6.803,6.977,7.951,9.419,6.064,4.609,
1633826160000,8.052,5.616,7.31,8.749,6.699,32.059,6.835,18.497,6.216,9.8,,6.204,108.84,56.387,,6.519,7.342,9.487,10.238,6.841,7.795,18.327,6.663,7.417,,5.125,8.182,8.219,6.613,,,,6.969,,,5.116
1633826220000,,,6.649,,22.205,26.6,6.412,,5.039,,7.494,7.468,7.587,7.406,6.765,5.932,7.196,,,6.645,6.832,7.007,6.932,8.286,,,,,19.502,19.584,16.255,35.633,7.088,4.309,5.723,5.115
1633826280000,7.437,7.81,6.251,44.463,8.255,34.412,5.95,7.774,6.859,8.899,7.841,6.594,6.807,17.619,6.291,8.405,6.317,6.256,9.027,,,18.11,,,,6.892,8.176,12.165,,7.646,7.102,7.08,,5.638,5.646,4.905
1633826340000,19.513,6.231,,30.893,,,6.153,17.728,8.062,18.11,8.668,,,6.38,7.177,5.96,6.378,6.483,18.198,9.242,8.019,17.531,8.948,7.369,,7.416,7.038,6.288,6.225,19.722,6.397,8.104,8.532,4.405,4.965,5.411
1633826400000,19.326,5.881,6.215,7.075,8.388,13.518,,8.624,,6.268,8.048,6.942,6.113,,6.776,,,6.017,8.947,7.25,6.902,,7.505,7.005,,5.854,7.978,7.037,5.874,6.563,,8.94,10.506,5.157,3.974,6.034
1633826460000,,4.818,7.133,,18.667,17.709,18.226,7.537,6.997,8.726,,6.705,17.737,26.48,,7.468,7.557,5.664,9.221,19.174,6.691,6.334,17.629,8.49,,5.78,18.54,6.553,7.71,,8.006,,9.48,,4.31,
1633826520000,42.144,4.165,8.916,81.547,7.514,11.73,7.037,,8.17,,6.74,7.122,7.162,5.096,13.259,7.903,8.09,,,7.79,7.303,6.63,,7.448,,,,,16.667,17.701,6.422,7.823,7.14,5.162,,5.442
1633826580000,7.307,,8.278,7.685,,22.099,9.758,6.411,6.741,7.567,5.298,7.653,7.876,18.014,7.257,6.658,6.978,18.37,8.305,,,20.583,6.762,,,29.624,6.063,6.161,,7.543,18.569,9.848,,5.969,5.781,6.354
1633826640000,6.994,5.396,,6.603,7.873,,93.154,18.345,6.997,7.626,7.811,,,8.592,8.011,7.491,7.622,6.422,11.828,6.345,7.343,7.872,6.862,5.949,,7.297,6.24,7.12,7.114,18.037,6.125,7.121,6.94,6.218,5.195,5.5
1633826700000,275.802,4.826,6.113,,8.753,7.676,,6.22,,6.51,,6.822,8.359,,6.295,,,7.055,8.063,7.15,7.443,,6.25,6.564,,5.063,4.689,6.743,7.033,5.9,,7.982,71.605,4.548,4.454,4.336
1633826760000,,4.118,7.246,9.389,10.684,18.269,18.707,,5.833,6.45,7.83,8.57,19.404,8.01,,6.678,6.171,,14.574,6.009,8.651,18.441,6.433,7.364,,5.89,7.318,6.356,8.292,,7.027,,18.663,3.994,4.231,5.996
1633826820000,27.375,5.986,20.505,7.801,,8.694,19.598,7.96,7.841,,7.39,7.421,6.183,7.281,7.741,17.632,7.532,12.589,,7.121,5.242,7.206,,,,,,,7.421,19.444,7.651,15.231,,,,
1633826880000,8.433,5.4,9.951,51.115,7.152,14.841,7.541,7.658,5.951,6.619,7.221,4.725,,6.555,7.233,6.069,6.744,6.786,10.091,,,5.201,7.941,6.418,,17.441,9.222,7.797,,6.533,7.747,20.486,6.926,6.079,5.781,5.544
1633826940000,7.162,,,8.482,7.211,,7.811,7.508,,9.195,19.522,,6.286,5.975,8.274,7.071,,7.606,12.887,6.433,8.093,7.822,6.117,4.584,,19.752,5.914,7.073,8.23,8.04,7.796,7.929,15.843,4.48,6.052,6.898
1633827000000,19.587,6.135,6.805,,25.722,6.704,,18.842,7.084,6.844,,8.948,7.597,,7.656,,8.284,7.161,27.56,6.974,6.963,,7.939,6.963,,6.952,7.864,7.429,6.118,19.818,,,17.799,5.98,5.622,6.19
1633827060000,,4.67,19.772,9.231,,5.939,10.099,,7.197,6.259,6.028,16.153,5.719,6.797,,7.846,7.722,,8.324,6.469,5.425,6.57,6.696,6.313,,,8.813,6.584,6.088,,7.676,13.846,17.119,4.822,5.197,6.028
1633827120000,5.946,5.913,9.759,116.721,28.364,6.753,6.497,8.666,19.538,,5.184,6.78,,5.308,18.268,5.519,7.051,5.999,,,7.084,5.92,,,,6.359,,,7.132,7.361,6.186,7.063,,6.094,5.249,6.38
1633827180000,7.89,4.949,7.56,31.405,6.926,,5.959,7.673,7.109,7.79,6.587,,6.494,6.511,7.567,6.463,6.43,7.379,21.215,7.572,,6.16,7.068,7.21,,27.513,7.179,6.135,,20.736,9.634,12.975,5.898,,,
1633827240000,6.397,,,31.167,50.097,7.192,7.341,7.221,,7.209,,8.672,5.962,7.825,6.107,7.167,,5.114,11.144,5.559,17.968,18.591,6.258,7.581,,7.099,6.787,6.435,5.846,5.743,8.26,10.343,28.858,4.966,4.495,5.128
1633827300000,,4.747,7.197,,50.488,81.135,,6.61,6.274,8.081,6.885,7.133,18.472,,7.124,,6.407,6.535,24.353,17.205,6.874,,5.787,7.428,,7.264,6.832,6.033,7.238,7.599,,,23.469,3.953,6,4.741
1633827360000,37.433,5.788,17.188,7.808,,6.074,6.855,,5.877,9.67,6.891,6.883,7.249,7.38,,7.306,7.34,,24.59,6.23,8.214,6.848,7.586,8.242,,,,7.647,6.862,,7.244,16.416,7.162,5.527,5.962,5.837
1633827420000,9.913,4.311,6.619,8.371,10.544,,6.588,7.857,6.677,,7.235,,,7.318,18.653,5.634,7.06,7.904,,,16.581,6.644,,,,7.48,9.916,,6.964,8.033,6.502,20.623,,5.72,5.52,6.068
1633827480000,5.682,3.631,28.85,32.199,10.067,7.943,17.243,7.377,18.893,6.622,5.499,6.157,7.266,17.54,6.268,6.6,7.589,5.902,11.102,7.883,,6.952,6.636,6.99,,6.59,6.801,8.213,,6.872,6.526,6.496,12.405,5.446,5.355,
1633827540000,,4.27,,30.914,26.945,16.355,7.04,7.209,,7.703,,8.107,4.892,7.488,7.285,7.516,,8.42,9.616,6.071,6.235,5.424,6.985,6.027,,8.378,9.071,7.354,6.257,7.248,5.867,18.278,8.674,,,4.05
1633827600000,38.02,,6.473,,,7.039,,8.144,8.046,7.441,17.657,,7.021,,8.323,,6.416,8.263,8.875,6.583,5.302,,7.825,7.682,,7.2,8.367,7.495,6.528,,,,8.049,5.757,6.074,4.762
1633827660000,7.992,6.317,8.089,7.855,11.612,6.889,9.124,,7.502,,7.045,7.927,6.842,7.866,,7.326,7.598,,,6.064,7.212,7.731,7.451,6.755,,,,6.534,7.945,8.257,7.568,7.566,7.304,4.17,5.35,4.602
1633827720000,7.936,3.648,12.519,7.169,5.949,,7.47,6.799,6.783,6.832,7.875,7.919,,6.424,7.544,6.722,9.065,8.263,12.135,,4.834,7.81,,,,7.698,6.443,,6.598,6.89,8.199,6.973,,4.686,6.52,6.485
1633827780000,,5.697,12.908,12.071,7.554,7.165,7.277,8.848,17.804,6.96,8.754,8.283,7.775,7.349,7.54,7.578,,10.752,18.771,7.603,,6.81,6.993,6.993,,23.905,7.933,7.48,,7.491,6.773,19.12,7.531,6.302,5.82,6.825
1633827840000,7.659,5.242,,10.393,7.675,9.916,,7.378,,19.481,,,7.907,7.547,5.96,6.945,7.816,8.108,10.036,6.673,8.726,6.181,6.547,8.326,,7.165,6.425,8.762,6.307,31.099,6.913,22.38,12.523,,,
1633827900000,24.644,5.962,66.761,,,9.014,6.432,,7.565,9.886,6.343,17.108,19.422,19.346,,,7.827,8.496,22.671,7.759,7.811,,7.46,6.818,,17.75,6.951,7.538,6.925,,,,7.048,5.884,5.811,4.826
1633827960000,7.939,,9.967,8.191,8.21,7.908,6.025,8.16,8.718,,6.216,7.001,7.943,,7.037,8.117,7.488,,,7.022,7.851,5.897,17.219,7.335,,,,8.319,7.288,8.752,7.15,8.616,6.909,5.137,5.71,3.482
1633828020000,6.837,6.116,18.147,7.154,9.659,,9.417,7.829,6.895,7.573,7.168,6.29,,8.088,18.726,8.253,7.661,10.006,8.232,,6.958,8.745,,,,7.228,7.948,,18.709,6.68,7.678,5.818,,4.755,4.323,5.637
1633828080000,,4.897,13.828,9.666,9.454,18.668,18.939,8.835,,9.567,8.007,,7.577,18.282,7.505,7.025,,7.336,10.098,7.219,,18.882,7.719,6.872,,7.602,8.659,7.174,,7.024,7.933,10.479,7.06,4.394,4.989,5.073
1633828140000,8.249,5.001,,17.86,18.719,8.196,,7.065,6.002,20.993,,7.51,6.744,6.764,6.649,19.084,6.66,8.319,8.844,30.536,7.539,8.132,8.188,7.87,,8.122,18.357,7.708,34.875,7.94,,6.366,10.344,5.879,4.303,4.878
1633828200000,8.06,5.823,18.304,,,17.32,8.047,,8.196,8.657,7.48,8.574,7.753,7.247,,,6.611,18.631,18.734,7.494,18.549,,7.459,6.828,,19.106,6.92,8.304,7.145,,7.342,,17.208,,,
1633828260000,8.618,6.214,20.24,82.631,7.208,6.197,13.617,7.92,7.114,,8.28,8.882,7.436,,7.01,24.77,7.157,,,9.037,7.044,19.914,,6.43,,,,6.727,7.929,8.225,6.403,22.58,,5.319,6.268,5.645
1633828320000,12.298,,18.693,18.045,7.159,,11.056,7.144,16.528,7.548,6.467,,,5.699,16.983,6.299,7.437,6.648,11.336,,7.737,8.319,7.073,,,10.106,7.053,,,7.198,7.547,33.307,8.006,4.935,4.431,5.767
1633828380000,,4.023,8.889,11.277,8.212,18.793,17.933,28.691,,9.59,7.168,18.485,7.694,8.141,6.612,7.294,,17.447,20.712,6.245,,17.158,18.295,7.069,,8.165,7.483,6.524,19.304,6.563,,7.935,7.783,5.803,6.007,6.141
1633828440000,11.133,5.202,,,,11.731,,,7.459,30.401,,7.066,7.804,6.777,7.903,7.836,7.266,6.168,10.528,18.45,7.768,,7.712,6.79,,18.353,7.766,7.1,6.696,8.245,6.875,,6.761,5.907,4.53,5.539
1633828500000,8.356,5.726,19.22,7.974,7.375,6.911,6.91,7.317,7.232,7.23,6.963,8.04,8.085,7.844,,,6.366,8.905,10.144,7.221,7.959,8.919,6.568,7.786,,7.774,6.403,6.224,18.157,,7.502,7.927,8.561,5.168,6.729,
1633828560000,6.096,4.553,6.516,6.951,9.646,6.722,18.468,8.121,7.709,,8.677,7.477,7.658,,6.099,6.771,7.173,,,7.814,7.93,7.467,,,,,,7.875,8.219,6.953,7.421,7.98,,,,4.489
1633828620000,7.729,,12.503,7.317,10.483,,7.341,6.782,6.947,7.965,7.019,,,6.808,17.946,7.858,6.909,18.912,21.344,,7.933,7.013,17.707,8.527,,7.85,8.05,,,7.874,6.847,7.517,7.358,7.099,6.298,5.627
1633828680000,,6.203,6.808,10.748,6.436,17.802,18.856,6.863,,6.972,7.833,13.129,17.866,6.42,7.362,6.828,,7.955,8.639,7.264,,7.987,9.037,6.248,,6.534,8.016,6.225,7.388,7.988,,10.298,14.257,4.725,5.542,5.839
1633828740000,9.956,5.486,,,,7.314,,,8.285,18.235,,5.662,7.125,8.031,6.704,7.728,6.927,7.168,17.806,17.799,18.622,,7.172,6.333,,7.493,6.548,7.206,8.505,,6.916,,8.518,5.916,6.815,6.027
1633828800000,6.856,5.235,5.478,6.52,10.509,6.69,7.219,8.588,6.36,7.395,8.621,7.543,19.212,8.43,,,7.503,,9.935,7.511,7.583,7.551,6.907,7.423,,7.326,,6.891,6.117,17.084,7.673,10.358,19.736,6.3,5.502,5.858
1633828860000,5.552,4.66,9.988,7.409,7.014,,7.33,7.711,6.995,,18.108,,7.155,,7.438,19.282,8.16,8.152,,7.393,6.819,6.772,,,,,7.412,7.101,,7.555,19.749,6.671,,,5.348,
1633828920000,,5.898,8.221,8.291,9.032,6.967,7.749,8.447,19.37,6.939,8.809,6.511,,6.917,17.672,19.498,7.095,19.661,20.075,,17.051,7.762,7.079,8.25,,6.949,6.616,,6.532,7.165,7.059,20,18.87,5.69,,4.982
1633828980000,17.588,,18.915,7.478,17.209,19.594,,7.789,,8.939,7.789,23.397,6.41,6.969,6.272,6.705,,7.906,11.243,6.925,,,17.12,7.856,,7.285,7.512,6.936,7.284,17.866,,8.252,18.132,6.307,5.253,6.034
1633829040000,8.399,6.735,,,,8.218,9.962,,6.86,21.18,,7.039,18.161,17.721,,17.488,6.819,,9.035,16.889,9.206,7.712,7.273,8.893,,7.56,6.885,6.732,8.648,,7.7,,7.487,6.404,5.655,4.865
1633829100000,7.795,5.468,9.344,7.02,7.543,23.393,18.186,8.509,18.513,5.189,7.799,,6.496,6.019,16.885,,8.712,7.327,,6.365,7.53,7.386,7.333,6.079,,6.298,,6.77,17.451,7.247,7.294,19.556,124.951,5.379,6.048,4.374
1633829160000,6.001,5.46,87.081,59.901,32.678,,5.859,7.829,6.045,,7.974,7.759,8.003,,6.536,6.817,6.207,6.855,19.459,7.102,5.798,7.661,,,,,6.167,,,7.746,7.196,21.808,,5.671,5.025,5.963
1633829220000,,5.807,7.49,6.159,6.023,8.448,6.328,7.038,7.554,8.344,19.21,7.601,,7.657,5.825,8.924,6.409,18.417,9.507,,5.434,7.432,7.383,7.295,,7.462,7.573,8.183,7.402,7.95,6.966,8.996,6.434,,,
1633829280000,6.811,5.21,8.135,21.09,,6.814,,7.014,,7.22,5.945,5.876,7.318,6.982,20.091,6.056,,7.021,9.133,7.71,,,19.269,7.258,,7.699,7.095,6.006,7.414,44.921,,5.677,6.671,6.997,5.923,5.606
1633829340000,6.335,,,,5.588,8.077,6.951,,6.087,7.644,,,7.488,8.497,,,6.917,,8.415,8.185,6.466,6.554,18.838,6.343,,6.742,7.712,6.961,6.735,,6.395,,30.074,4.253,6.075,5.436
1633829400000,11.013,4.624,12.876,8.957,17.616,5.749,17.927,7.603,20.009,,7.648,17.982,7.42,8.496,5.407,6.719,6.032,19.87,,17.991,8.446,7.528,7.508,8.946,,18.639,,5.678,8.275,7.393,6.824,7.957,10.277,5.479,6.51,5.204
1633829460000,13.167,6.021,18.555,8.146,6.811,,9.24,7.18,6.257,8.983,8.065,6.394,11.498,17.345,6.876,7.064,8.932,17.243,8.101,,8.507,7.224,,,,,6.631,,,7.537,7.83,17.052,,6.136,5.214,6.143
1633829520000,,5.559,13.22,9.7,15.528,25.208,16.836,7.798,7.577,8.152,7.617,18.945,,,9.999,5.024,6.813,33.153,7.468,34.268,18.424,9.245,25.667,49.016,,29.532,22.798,21.539,18.037,8.3,,8.381,65.393,5.468,7.688,5.984
1633829580000,8.708,5.698,8.572,6.328,,13.42,,7.583,,7.706,7.746,,6.457,8.665,7.427,,,8.397,8.722,17.097,,,24.895,7.964,,8.635,17.698,16.522,7.904,8.08,8.357,6.597,20.454,,,
1633829640000,7.203,,,,9.061,8.309,6.675,,6.359,7.291,,7.792,7.148,7.247,,20.144,6.75,,33.266,18.792,7.358,7.221,5.132,6.612,,6.808,6.868,6.333,7.693,,6.868,,6.408,6.557,4.612,5.427
1633829700000,8.086,6.453,9.774,10.042,6.833,7.81,8.083,7.68,6.464,,8.06,7.279,16.936,6.59,8.426,6.768,5.734,7.745,,,5.975,6.057,6.598,,,6.41,,7.637,7.097,7.472,6.299,19.638,7.651,5.741,5.702,5.48
1633829760000,,5.462,7.844,18.162,7.518,,7.437,7.206,7.027,7.371,18.175,5.95,8.171,7.534,17.608,6.246,6.939,7.098,9.793,7.769,7.91,6.586,,6.143,,,6.94,,,8.757,7.087,8.724,,5.518,5.186,5.129
1633829820000,6.876,4.992,6.738,7.035,,18.279,,7.384,,7.357,16.858,7.089,,,7.248,6.117,6.331,21.897,8.602,7.881,17.847,6.22,7.154,8.475,,7.76,6.718,6.248,18.199,8.246,,6.024,9.231,5.392,5.07,4.696
1633829880000,7.433,5.382,18.415,6.649,8.152,7.371,65.626,7.438,7.967,6.448,,,6.844,7.894,7.89,,,6.28,10.208,6.932,,,18.102,18.078,,20.102,6.961,7.461,7.213,7.713,7.199,6.877,8.401,,6.103,
1633829940000,6.915,6.28,7.621,,6.878,7.938,6.804,,6.003,10.132,8.763,7.087,7.837,7.613,,19.019,7.315,,9.12,6.933,7.664,6.97,8.517,6.953,,7.506,7.48,8.461,6.377,,7.065,,6.597,5.486,,5.242
1633830000000,7.778,,,6.466,17.618,8.969,7.292,6.947,6.684,,8.287,8.476,6.355,8.603,8.824,6.031,6.637,7.707,,,6.701,7.913,8.883,,,8.665,,7.549,8.724,8.462,6.528,7.072,6.953,6.593,5.228,5.346
1633830060000,,5.859,6.994,6.999,28.328,,6.79,6.777,8.319,8.125,17.285,8.346,9.036,6.697,6.809,6.969,8.115,8.749,9.183,17.43,7.603,6.17,,7.871,,,6.578,,,8.306,17.898,6.736,,4.606,5.864,5.229
1633830120000,5.999,4.651,6.468,7.117,,8.516,,6.381,,9.499,6.658,,,,8.586,7.355,5.68,29.574,8.581,6.852,15.616,6.663,8.344,7.391,,17.62,7.058,7.718,7.078,8.144,,5.163,11.079,6.306,6.082,4.89
1633830180000,7.429,4.6,6.898,7.18,6.15,5.872,9.864,7.822,8.149,7.394,,7.685,7.303,7.535,5.736,,,7.043,10.197,6.719,,,6.315,6.247,,6.151,6.569,7.269,7.366,8.064,8.207,7.726,5.725,4.889,5.691,6.184
1633830240000,10.688,5.602,7.126,,9.55,9.911,6.611,,7.68,10.665,7.403,7.506,8.744,7.257,,7.997,7.782,,,7.964,7.463,7.292,6.774,6.776,,9.473,6.063,7.024,7.488,,7.537,,10.131,,,
1633830300000,7.275,6.368,,27.922,7.503,,17.052,7.858,6.418,,8.31,7.398,19.911,6.857,7.6,6.137,7.152,17.23,10.302,,6.964,6.511,7.006,,,7.516,,6.951,6.781,8.954,7.385,6.814,,5.532,5.466,6.776
1633830360000,,,8.074,18.381,6.032,8.126,8.684,7.98,17.891,9.015,7.13,,6.758,17.51,17.515,8.557,7.085,7.049,10.053,9.998,6.349,7.819,,7.45,,,8.839,,,18.912,10.296,7.667,8.007,6.123,6.334,5.841
1633830420000,8.761,5.706,8.19,7.91,,6.29,,7.134,,8.966,7.416,17.903,,,5.824,7.321,,7.559,9.272,6.7,,7.454,5.798,6.046,,6.545,6.485,5.92,7.003,9.246,,6.646,6.412,6.43,5.865,5.969
1633830480000,9.551,3.994,13.412,,7.273,6.794,8.769,,6.842,8.505,,6.823,7.38,7.553,6.702,,8.345,6.087,8.533,6.114,17.893,,7.868,6.186,,7.51,6.994,6.798,6.408,7.577,7.736,,10.723,7.109,5.72,5.522
1633830540000,10.021,5.225,167.623,55.113,46.219,45.819,6.789,9.2,6.054,5.718,8.944,7.847,7.304,6.664,,7.107,6.486,,,6.713,6.577,7.1,8.306,18.073,,7.078,7.68,9.248,6.36,,7.419,74.885,36.587,4.221,5.306,4.375
1633830600000,53.901,5.439,,9.338,64.256,,7.352,7.921,6.039,,7.078,8.438,7.13,8.721,6.902,6.558,5.859,7.027,11.107,,7.732,9.476,8.213,,,6.988,,,5.282,6.867,7.172,7.596,,,,
1633830660000,,4.76,76.162,51.022,,28.116,8.146,7.43,5.678,7.428,6.014,,6.467,7.452,5.97,6.072,6.319,6.778,8.365,5.663,8.949,5.866,,6.259,,,6.131,6.785,,7.568,7.42,40.835,23.487,5.647,5.683,5.001
1633830720000,14.595,,68.592,17.146,56.936,28.602,,7.881,,8.857,6.167,7.159,,8.431,7.782,6.973,,7.632,10.061,5.439,,7.574,5.557,6.652,,7.329,8.867,7.525,6.295,8.101,,13.771,19.509,6.632,3.948,5.02
1633830780000,66.333,3.895,18.697,,7.149,33.552,7.363,,17.655,7.441,,8.312,6.964,,7.401,,5.678,7.48,18.574,16.667,7.013,,7.243,5.909,,6.275,6.412,4.926,5.705,8.247,7.298,,61.21,4.218,5.089,4.174
1633830840000,8.478,5.818,7.849,6.579,52.418,17.39,8.234,7.785,8.083,,7.795,8.776,6.306,5.773,,6.812,7.954,,,17.582,5.862,7.919,16.606,5.977,,6.357,8.167,7.684,6.105,,7.27,9.719,43.402,5.884,4.997,5.792
1633830900000,8.465,5.976,,11.685,8.265,,8.761,7.55,18.326,9.165,8.022,,18.852,7.344,17.988,16.902,8.35,7.487,10.677,,6.756,7.7,7.79,,,,,,18.073,7.389,7.159,10.028,,6.234,5.371,
1633830960000,,4.236,8.194,78.076,,11.518,5.761,7.33,7.703,5.99,6.454,17.667,,7.442,5.127,5.34,8.019,7.597,9.075,6.979,6.718,6.282,,6.528,,6.612,6.328,7.679,,17.531,6.676,88.054,7.438,,,6.563
1633831020000,283.094,,110.606,75.615,49.098,54.297,,7.422,,17.222,6.102,7.881,7.192,18.175,16.547,5.963,,6.506,7.725,10.145,,6.007,6.217,8.781,,6.874,17.087,7.323,6.2,6.773,,88.268,80.677,3.649,4.942,11.919
1633831080000,22.371,4.155,14.752,,58.937,18.888,5.911,,5.031,6.39,,6.217,7.141,,6.662,,7.739,7.332,7.687,6.504,17.159,,5.808,5.584,,6.227,6.137,6.095,7.483,6.969,6.131,,17.905,3.488,4.482,5.151
1633831140000,54.773,5.194,17.754,55.29,31.281,13.036,6.903,6.478,6.46,,6.247,5.098,8.296,6.23,,6.907,7.742,,,25.594,6.917,7.113,7.427,6.194,,6.293,6.536,7.396,6.844,,5.351,73.094,14.748,4.245,4.473,3.751
1633831200000,,4.973,,42.798,7.18,,19.132,7.413,5.982,18.139,7.589,,16.851,7.862,7.907,7.129,7.688,17.925,9.185,,16.506,7.537,6.433,,,,,,6.337,8.025,6.42,15.282,,4.192,4.75,4.725
1633831260000,6.51,4.839,7.058,7.433,,16.907,5.672,6.961,18.315,7.553,5.314,7.593,,6.381,6.593,6.55,7.525,6.758,7.555,6.067,16.193,17.125,,5.922,,5.077,6.271,5.779,,7.432,6.801,5.799,16.636,,4.344,
