Time,controller_network_packet_loss.mean {controllerid: 2828},controller_network_packet_loss.mean {controllerid: 2830},controller_network_packet_loss.mean {controllerid: 2831},controller_network_packet_loss.mean {controllerid: 2832},controller_network_packet_loss.mean {controllerid: 2833},controller_network_packet_loss.mean {controllerid: 2834},controller_network_packet_loss.mean {controllerid: 2835},controller_network_packet_loss.mean {controllerid: 2836},controller_network_packet_loss.mean {controllerid: 2837},controller_network_packet_loss.mean {controllerid: 2838},controller_network_packet_loss.mean {controllerid: 2839},controller_network_packet_loss.mean {controllerid: 2840},controller_network_packet_loss.mean {controllerid: 2841},controller_network_packet_loss.mean {controllerid: 2842},controller_network_packet_loss.mean {controllerid: 2843},controller_network_packet_loss.mean {controllerid: 2844},controller_network_packet_loss.mean {controllerid: 2845},controller_network_packet_loss.mean {controllerid: 2846},controller_network_packet_loss.mean {controllerid: 2847},controller_network_packet_loss.mean {controllerid: 2848},controller_network_packet_loss.mean {controllerid: 2849},controller_network_packet_loss.mean {controllerid: 2850},controller_network_packet_loss.mean {controllerid: 2851},controller_network_packet_loss.mean {controllerid: 2852},controller_network_packet_loss.mean {controllerid: 2853},controller_network_packet_loss.mean {controllerid: 2854},controller_network_packet_loss.mean {controllerid: 2855},controller_network_packet_loss.mean {controllerid: 2856},controller_network_packet_loss.mean {controllerid: 2857},controller_network_packet_loss.mean {controllerid: 2858},controller_network_packet_loss.mean {controllerid: 2859},controller_network_packet_loss.mean {controllerid: 2860},controller_network_packet_loss.mean {controllerid: 2861},controller_network_packet_loss.mean {controllerid: 4416},controller_network_packet_loss.mean {controllerid: 8083},controller_network_packet_loss.mean {controllerid: 8084}
1633807860000,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,0,0,0
1633807920000,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
1633807980000,0,0,0,0,0,,0,0,0,,0,,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,,0,,,0,0
1633808040000,0,,0,,0,0,0,0,,0,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
1633808100000,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,,,,0,0,,0,0,0,0,0,0,0
1633808160000,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,0,0
1633808220000,0,0,,0,0,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
1633808280000,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,,0,,0,0,0
1633808340000,0,0,0,,0,0,0,0,,0,0,0,,0,0,,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,
1633808400000,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0
1633808460000,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,0,0
1633808520000,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
1633808580000,0,0,0,,0,,0,0,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,0,0,0,,,0,,0,0,0
1633808640000,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0
1633808700000,0,,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,,,
1633808760000,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,0,0
1633808820000,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
1633808880000,0,0,0,,0,,0,0,,,0,0,,0,0,0,0,,0,,,0,0,0,,0,0,0,0,,,0,,0,0,0
1633808940000,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0
1633809000000,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,,,0,,0,0,,0,0,0,0
1633809060000,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,,,
1633809120000,0,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0
1633809180000,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,,0,,,0,0,0,,0,0,0,0,,,0,0,0,0,0
1633809240000,0,0,0,0,,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0
1633809300000,,0,0,0,0,0,0,,0,0,0,-1,0,0,0,0,,0,0,0,0,0,,0,,,,0,,0,0,,0,0,0,0
1633809360000,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,,0,
1633809420000,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,,0,,0,,0
1633809480000,0,0,,,0,0,0,0,,,0,0,,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0
1633809540000,0,0,0,0,,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0
1633809600000,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0
1633809660000,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0
1633809720000,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,,0,,,,
1633809780000,0,,,,0,0,0,0,,,0,0,,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0
1633809840000,0,0,0,0,,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0
1633809900000,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0
1633809960000,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
1633810020000,0,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,,0,,0,0,0
1633810080000,0,,,,,0,0,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,0,0,,,
1633810140000,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0
1633810200000,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0
1633810260000,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
1633810320000,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,,0,0,0,0,,,0,,0,0,0
1633810380000,0,0,,,,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0
1633810440000,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,,
1633810500000,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0
1633810560000,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
1633810620000,0,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,,,,0,0,,0,0,0,0,,,0,,0,0,0
1633810680000,0,0,,,,0,0,0,,0,0,0,,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0
1633810740000,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,
1633810800000,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,,0,0,0,0
1633810860000,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
1633810920000,0,0,0,0,,0,20,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,,0,0,0,0,,,0,0,0,0,0
1633810980000,,0,,,0,0,0,0,,0,0,0,,0,0,,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0
1633811040000,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,0
1633811100000,0,,0,0,0,0,,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,,,
1633811160000,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
1633811220000,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,0,,0,,,,0,0,,0,0,0,0,,,0,0,0,0,0
1633811280000,,0,,,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0
1633811340000,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,0,,0,0,0,0
1633811400000,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,0,0,0,,0,0
1633811460000,0,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,
1633811520000,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,,0,,,,0,0,,0,0,0,0,,,0,0,0,0,0
1633811580000,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0
1633811640000,0,0,,0,0,0,0,,0,0,0,,0,0,,0,,0,0,0,0,0,0,0,,,,0,,0,0,,0,0,0,0
1633811700000,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0
1633811760000,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,,,,
1633811820000,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,,0,0,0,0,0,0
1633811880000,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0
1633811940000,0,0,,0,0,0,0,,0,0,0,,0,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0
1633812000000,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0
1633812060000,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,,0,,0,0,0
1633812120000,,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,,0,0,,0,0,0,0,,0,0,0,,,
1633812180000,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0
1633812240000,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0
1633812300000,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0
1633812360000,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,,0,,0,0,0
1633812420000,,0,0,,0,0,0,0,,,0,,,0,0,0,0,0,,,0,,0,0,,0,0,0,0,,0,0,0,0,0,0
1633812480000,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,,,
1633812540000,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0
1633812600000,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0
1633812660000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,,0,0,0,0,0
1633812720000,,0,0,,0,0,0,0,,,0,0,,,0,0,0,0,,,0,,0,0,,0,0,0,,,0,0,0,0,0,0
1633812780000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,
1633812840000,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,,0
1633812900000,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0
1633812960000,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,,0,0,0,0,0
1633813020000,,0,0,,0,0,0,0,0,,0,0,,,0,0,0,0,,,0,,0,0,,0,0,0,,,0,0,0,0,0,0
1633813080000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,0,0,0,0
1633813140000,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,,,
1633813200000,0,,0,0,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,80,,0,0,0
1633813260000,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,,0,0,0,0,0
1633813320000,0,0,0,,0,0,0,0,0,,0,0,,,0,0,0,0,,,0,,0,0,,0,0,0,,,0,0,0,0,0,0
1633813380000,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,0,0,0,0
1633813440000,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0
1633813500000,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
1633813560000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633813620000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633813680000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633813740000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633813800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633813860000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633813920000,,0,,,0,0,,0,,,,,,0,,,,,,,,,,,,0,,0,,,,,0,0,,
1633813980000,,0,,0,0,0,,,,,0,,0,,,,,,,0,0,,0,,,0,,0,0,0,,,0,0,0,0
1633814040000,0,0,,0,,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0
1633814100000,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,,0,0,0
1633814160000,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,0,0,,0,0,0,,,
1633814220000,0,,0,,0,0,0,0,0,,0,,,0,0,0,0,0,,0,0,,0,,,0,0,0,,0,0,,0,0,0,0
1633814280000,0,0,0,0,0,0,0,,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0
1633814340000,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,0
1633814400000,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0
1633814460000,,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,0
1633814520000,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,,0,,,0,0,0,,0,0,,0,,,
1633814580000,0,,0,0,,0,0,,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0
1633814640000,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,0
1633814700000,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0
1633814760000,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,,,,,0,0,0,,0,0,0,0,,0,0,0,0,0,0
1633814820000,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,,0,,0,0
1633814880000,0,0,0,0,,0,0,,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,
1633814940000,0,,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,0,0,,0,0,0
1633815000000,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
1633815060000,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,0,0,0,,0,0,0,0,0,0
1633815120000,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,,0,0,0,0
1633815180000,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,0,
1633815240000,0,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,0,0,,0,,0
1633815300000,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
1633815360000,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,0,0,0,,0,0,0,0,0,0
1633815420000,0,0,0,0,,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,,0,0,0,0
1633815480000,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0
1633815540000,0,0,0,0,0,0,,0,0,0,,,0,,0,0,0,0,0,0,0,0,,0,,,0,,0,0,0,0,,,,
1633815600000,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0
1633815660000,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
1633815720000,0,0,0,0,,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,,0,,,0,,0,,0,0,,0,0,0,0
1633815780000,0,0,0,0,0,,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
1633815840000,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0
1633815900000,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,,,
1633815960000,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0
1633816020000,0,0,0,0,,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0
1633816080000,0,0,0,0,0,,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,0,0,0
1633816140000,,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0
1633816200000,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,,0,
1633816260000,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,0,0,,0,0,,0,0,,0
1633816320000,0,0,0,0,0,0,0,,0,,0,,,0,0,0,0,0,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0
1633816380000,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,0,0,0
1633816440000,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,0,0,0,0
1633816500000,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0
1633816560000,0,0,0,,,0,0,,0,,0,,,0,0,0,0,0,,,,0,0,0,,0,0,0,,0,0,,0,,,
1633816620000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0
1633816680000,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,0,0,0
1633816740000,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,0,0,0,0
1633816800000,0,0,,,0,0,0,0,,,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0
1633816860000,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0
1633816920000,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,0,0,0,0,0,,,
1633816980000,0,,0,0,0,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,0,0,0
1633817040000,,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,0,0,0,0
1633817100000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
1633817160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633817220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633817280000,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,0,0,,,0,,
1633817340000,,,0,,,,,,,0,,,,0,,0,0,0,0,,,0,,,,,,,,0,,0,,0,,
1633817400000,0,0,,,,0,0,0,0,,,0,0,,0,0,0,,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,,0
1633817460000,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,0,,,0,0,0,,0,0,,0,0,0,0
1633817520000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,0,0,0,0,0,,0,0,0
1633817580000,,0,0,0,0,0,,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,
1633817640000,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,0,0,0,0
1633817700000,0,0,,,,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,0,0,0,0
1633817760000,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,0,,,0,0,,,0,,0,,0,0,0,0,0,0,0
1633817820000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0
1633817880000,,0,0,0,0,0,,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0
1633817940000,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,,0,0,0,,,
1633818000000,0,,,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0
1633818060000,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,0,,,0,0,,,0,,0,,0,0,0,0,0,0,0
1633818120000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0
1633818180000,,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0
1633818240000,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0
1633818300000,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,,0,,,
1633818360000,0,,,0,0,,0,,0,0,0,0,,,0,0,0,0,0,0,,0,0,,,0,,0,,0,0,0,0,0,0,0
1633818420000,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0
1633818480000,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0
1633818540000,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0
1633818600000,0,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,,,,,0,0,0,,0,0,0,0,0,0,,0,,0,
1633818660000,0,,,0,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,0,,0,,0,0,0,0,0,,0
1633818720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0
1633818780000,,0,0,0,,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0
1633818840000,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0
1633818900000,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0
1633818960000,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,,,,
1633819020000,,,0,0,0,0,,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
1633819080000,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0
1633819140000,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0
1633819200000,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,,,,,0,0,0,,0,0,0,,0,0,,0,0,0,0
1633819260000,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,,0,0,0
1633819320000,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,,
1633819380000,0,,0,0,,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0
